-0.0212337,0.0474281,-0.0212337,-0.0168386,0,-0.129379,-0.0638898,6.32959e-05
-0.0291235,0.0474052,-0.0291235,-0.0289013,0,-0.129379,-0.095997,-0.127834
-0.0168711,0.0473819,-0.0168711,-0.0392717,0,-0.129379,-0.112081,-0.128208
0.011694,0.0473581,0.011694,-0.0505442,0,-0.129379,-0.12095,-0.128685
0.0435839,0.0473339,0.0435839,-0.0678841,0,-0.129379,-0.125748,-0.129516
0.0722898,0.0473093,0.0722898,-0.0899748,0,-0.129379,-0.128434,-0.130621
0.0924637,0.0472842,0.0924637,-0.114947,0,-0.129379,-0.129843,-0.131639
0.101723,0.0472586,0.101723,-0.136566,0,-0.129379,-0.130435,-0.132135
0.101155,0.0472326,0.101155,-0.151766,0,-0.129379,-0.13056,-0.132736
0.0940512,0.0472061,0.0940512,-0.161365,0,-0.129379,-0.130464,-0.133493
0.0837239,0.047179,0.0837239,-0.166354,0,-0.129379,-0.130292,-0.134463
0.0728233,0.0471515,0.0728233,-0.166246,0,-0.129379,-0.130119,-0.13575
0.0624583,0.0471235,0.0624583,-0.150545,0,-0.129379,-0.130011,-0.13717
0.0523552,0.0470949,0.0523552,-0.121047,0,-0.129379,-0.129964,-0.137921
0.0427918,0.0470658,0.0427918,-0.0968036,0,-0.129379,-0.129955,-0.137948
0.034256,0.0470362,0.034256,-0.0704867,0,-0.129379,-0.129974,-0.137681
0.0271948,0.047006,0.0271948,-0.0508935,0,-0.129379,-0.130017,-0.137343
0.021881,0.0469752,0.021881,-0.0380082,0,-0.129379,-0.13008,-0.13714
0.0183951,0.0469439,0.0183951,-0.0294649,0,-0.129379,-0.130158,-0.137116
0.0130785,0.0469119,0.0130785,-0.0248644,0,-0.129379,-0.130332,-0.13722
0.0166229,0.0468794,0.0166229,-0.0214034,0,-0.129379,-0.130332,-0.137458
0.0179687,0.0468463,0.0179687,-0.0199366,0,-0.129379,-0.130404,-0.137679
0.0203061,0.0468126,0.0203061,-0.0198422,0,-0.129379,-0.13045,-0.137851
0.0232956,0.0467782,0.0232956,-0.0208227,0,-0.129379,-0.130469,-0.137927
0.0266256,0.0467432,0.0266256,-0.0224945,0,-0.129379,-0.130458,-0.137918
0.0300352,0.0467075,0.0300352,-0.0244746,0,-0.129379,-0.130422,-0.137844
0.0333244,0.0466712,0.0333244,-0.0253331,0,-0.129379,-0.130365,-0.137798
0.0361006,0.0466342,0.0361006,-0.0283414,0,-0.129379,-0.130315,-0.13759
0.038992,0.0465965,0.038992,-0.0305626,0,-0.129379,-0.130209,-0.137403
0.0413179,0.0465581,0.0413179,-0.0331963,0,-0.129379,-0.130104,-0.137116
0.0431765,0.0465189,0.0431765,-0.0337912,0,-0.129379,-0.130008,-0.137016
0.0445249,0.0464791,0.0445249,-0.0344166,0,-0.129379,-0.129883,-0.136886
0.0454447,0.0464385,0.0454447,-0.0365652,0,-0.129379,-0.12976,-0.136379
0.0458138,0.0463971,0.0458138,-0.0371174,0,-0.129379,-0.129648,-0.136107
0.0458181,0.046355,0.0458181,-0.0376749,0,-0.129379,-0.129544,-0.135546
0.0455132,0.0463121,0.0455132,-0.037446,0,-0.129379,-0.129446,-0.135073
0.0449514,0.0462684,0.0449514,-0.0369181,0,-0.129379,-0.129355,-0.134791
0.0441963,0.0462238,0.0441963,-0.035528,0,-0.129379,-0.129272,-0.134251
0.0433075,0.0461785,0.0433075,-0.0341431,0,-0.129379,-0.129198,-0.13383
0.0423466,0.0461322,0.0423466,-0.0323297,0,-0.129379,-0.129134,-0.133346
0.0413687,0.0460852,0.0413687,-0.0307611,0,-0.129379,-0.12908,-0.132961
0.0404201,0.0460372,0.0404201,-0.0283116,0,-0.129379,-0.129036,-0.132424
0.0395514,0.0459884,0.0395514,-0.0262554,0,-0.129379,-0.129003,-0.131983
0.0388021,0.0459386,0.0388021,-0.0243882,0,-0.129379,-0.128981,-0.131582
0.0381876,0.0458879,0.0381876,-0.0226136,0,-0.129379,-0.128968,-0.131216
0.0377244,0.0458363,0.0377244,-0.0210199,0,-0.129379,-0.128963,-0.130886
0.0374193,0.0457837,0.0374193,-0.0197257,0,-0.129379,-0.128967,-0.130611
0.0372708,0.0457301,0.0372708,-0.0185075,0,-0.129379,-0.128979,-0.130345
0.0372724,0.0456755,0.0372724,-0.01757,0,-0.129379,-0.128996,-0.130122
0.037406,0.0456199,0.037406,-0.016843,0,-0.129379,-0.12902,-0.129936
0.0376564,0.0455632,0.0376564,-0.0163546,0,-0.129379,-0.129048,-0.129787
0.0358971,0.0455055,0.0358971,-0.0161328,0,-0.129379,-0.128906,-0.129689
0.0375957,0.0454468,0.0375957,-0.0159601,0,-0.129379,-0.129045,-0.129587
0.0387194,0.0453869,0.0387194,-0.0160571,0,-0.129379,-0.129135,-0.129535
0.0395635,0.0453259,0.0395635,-0.0164137,0,-0.129379,-0.129201,-0.129518
0.0402665,0.0452638,0.0402665,-0.0169545,0,-0.129379,-0.129254,-0.129534
0.0408787,0.0452005,0.0408787,-0.017516,0,-0.129379,-0.129301,-0.129573
