0.0445316,0.0445109,0.00700523,0,-0.12939,-0.12939,0,-0.12939
0.0445308,0.0444894,0.0706464,0,-0.12939,-0.12939,0,-0.12939
0.0445296,0.0444675,0.0941852,0,-0.12939,-0.12939,0,-0.12939
0.0445281,0.0444452,0.106305,0,-0.12939,-0.12939,0,-0.12939
0.0445262,0.0444225,0.106656,0,-0.12939,-0.12939,0,-0.12939
0.0445239,0.0443994,0.0975704,0,-0.12939,-0.12939,0,-0.12939
0.0445212,0.0443759,0.0977234,0,-0.12939,-0.12939,0,-0.12939
0.0445181,0.0443519,0.0633453,0,-0.12939,-0.12939,0,-0.12939
0.0445147,0.0443274,0.0519516,0,-0.12939,-0.12939,0,-0.12939
0.0445108,0.0443025,0.043572,0,-0.12939,-0.12939,0,-0.12939
0.0445066,0.0442772,0.0359773,0,-0.12939,-0.12939,0,-0.12939
0.0445019,0.0442513,0.0283394,0,-0.12939,-0.12939,0,-0.12939
0.0444969,0.044225,0.000949757,0,-0.12939,-0.12939,0,-0.12939
0.0444915,0.0441982,0.0148941,0,-0.12939,-0.12939,0,-0.12939
0.0444857,0.0441709,0.0132341,0,-0.12939,-0.12939,0,-0.12939
0.0444794,0.0441431,0.0131321,0,-0.12939,-0.12939,0,-0.12939
0.0444728,0.0441147,0.000873468,0,-0.12939,-0.12939,0,-0.12939
0.0444658,0.0440859,0.0178391,0,-0.12939,-0.12939,0,-0.12939
0.0444583,0.0440565,0.0209691,0,-0.12939,-0.12939,0,-0.12939
0.0444505,0.0440265,0.0242786,0,-0.12939,-0.12939,0,-0.12939
0.0444422,0.043996,0.0274835,0,-0.12939,-0.12939,0,-0.12939
0.0444336,0.0439649,0.0303809,0,-0.12939,-0.12939,0,-0.12939
0.0444245,0.0439332,0.0328542,0,-0.12939,-0.12939,0,-0.12939
0.044415,0.043901,0.0213885,0,-0.12939,-0.12939,0,-0.12939
0.044405,0.0438681,0.0313199,0,-0.12939,-0.12939,0,-0.12939
0.0443947,0.0438346,0.0376512,0,-0.12939,-0.12939,0,-0.12939
0.0443839,0.0438005,0.0371092,0,-0.12939,-0.12939,0,-0.12939
0.0443727,0.0437658,0.0363599,0,-0.12939,-0.12939,0,-0.12939
0.044361,0.0437304,0.0354608,0,-0.12939,-0.12939,0,-0.12939
0.0443489,0.0436944,0.0344657,0,-0.12939,-0.12939,0,-0.12939
0.0443363,0.0436577,0.0334315,0,-0.12939,-0.12939,0,-0.12939
