0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0
2,-0.000198864,-0.000222888,0.0192397,0.000913915,-0.0157521,0.000432999,0.000231246,0.000226951,-0.0193283,-0.000763365,0.0156879,0.000631593
3,-0.000581598,-0.00278931,0.0200749,0.000512852,-0.0122922,2.33297e-06,0.000737178,0.00153172,-0.0202829,-0.000390072,0.0122834,0.000323702
4,-0.000374772,-0.00393076,0.0144653,-0.00238057,-0.00664677,-8.47023e-06,0.000550139,0.00312274,-0.014851,0.00249192,0.00665797,0.000101086
5,-0.000121496,-0.00451327,0.0083627,-0.00584724,-0.00241078,-1.8166e-05,0.000270314,0.00395876,-0.00883431,0.00593526,0.00242829,-2.96257e-05
6,6.12216e-05,-0.00464353,0.00343548,-0.0088373,0.000488371,5.86335e-06,1.46001e-05,0.00434493,-0.00393884,0.00898538,-0.000471074,-7.33727e-05
7,0.000176668,-0.0044734,-1.77144e-05,-0.0111482,0.00236425,2.66834e-05,-0.000168595,0.00443285,-0.000442311,0.0113401,-0.00235065,-8.57154e-05
8,0.000238392,-0.00414347,-0.0021841,-0.0128054,0.0034921,4.11405e-05,-0.000278504,0.00430364,0.00180637,0.013047,-0.00348308,-8.19823e-05
9,0.000261204,-0.00374524,-0.00335872,-0.013935,0.00409227,4.65482e-05,-0.000328514,0.00402541,0.0030831,0.0142219,-0.00408763,-7.31887e-05
10,0.000256875,-0.00333085,-0.00382557,-0.0146647,0.00432938,4.68276e-05,-0.000335883,0.00365901,0.00365418,0.0149943,-0.00432859,-6.11781e-05
11,0.000235101,-0.00292803,-0.0038156,-0.0151061,0.00432382,4.35185e-05,-0.00031564,0.0032549,0.00374042,0.0154738,-0.0043262,-4.84006e-05
12,2.5746e-05,-0.00268562,-0.00343438,-0.0134804,0.00235654,0.00019458,-8.88428e-05,0.00298353,0.0034423,0.0138347,-0.00235042,-0.000201331
13,-0.000477552,-0.00255572,-0.00303523,-0.0101594,-0.00313764,0.000311438,0.000474432,0.00275656,0.00308797,0.0104511,0.00316586,-0.000323365
14,-0.00108035,-0.00251033,-0.00359977,-0.00730667,-0.0107219,0.000346699,0.00119623,0.00249289,0.00366632,0.00750819,0.0107989,-0.000360013
15,-0.0018823,-0.00258381,-0.00859412,-0.00382029,-0.02114,0.000328468,0.00219567,0.00209273,0.00873501,0.00378501,0.021311,-0.000327745
16,-0.00217779,-0.0027116,-0.0103324,-0.00270519,-0.0274201,0.000303559,0.00256117,0.00195297,0.0105685,0.00244899,0.0276473,-0.000321024
17,-0.00232309,-0.00279388,-0.0115345,-0.00337174,-0.0318532,0.00020845,0.00273031,0.0018124,0.011779,0.00302304,0.0321795,-0.000261128
18,-0.00230351,-0.00280715,-0.0124822,-0.00480917,-0.0339393,4.67845e-05,0.00266881,0.00169068,0.0126993,0.00444816,0.0343864,-0.00014764
19,-0.00213438,-0.00276908,-0.0128059,-0.00659495,-0.0335769,-0.000145872,0.00239567,0.00163773,0.0130052,0.00624291,0.0341411,-1.9795e-05
20,-0.00184794,-0.0027036,-0.0122887,-0.00846683,-0.030959,-0.000336645,0.00195728,0.00166549,0.0124823,0.00813491,0.0316276,9.09802e-05
21,-0.00136747,-0.00261064,-0.0109405,-0.0108909,-0.0246065,-0.000560404,0.00123492,0.00179327,0.0111403,0.0105893,0.0254066,0.000185305
22,-0.000898736,-0.00255367,-0.00831418,-0.0124435,-0.0178975,-0.000646254,0.00060318,0.00197918,0.00851716,0.0121954,0.0187428,0.000180834
23,-0.000197839,-0.00230634,-0.00417105,-0.0142031,-0.00715457,-0.000381533,-3.073e-05,0.00210563,0.00435907,0.0142747,0.00762747,0.000107369
24,-6.24571e-05,-0.00212817,-0.00217136,-0.0143136,-0.00478514,-0.000277342,-0.000107822,0.00204632,0.00233622,0.0144833,0.00512723,7.2644e-05
25,1.80487e-05,-0.00194604,-0.00065165,-0.0143738,-0.00308542,-0.000200851,-0.000142412,0.00193247,0.00078983,0.0146118,0.00333069,4.91751e-05
26,7.64238e-05,-0.00174548,0.00057821,-0.0144693,-0.00153316,-0.000139255,-0.000163429,0.00177001,-0.000471519,0.0147625,0.00169811,3.3434e-05
27,0.000113383,-0.00153634,0.00154344,-0.0145786,-0.000206365,-9.06195e-05,-0.000171154,0.00157818,-0.00147236,0.0149151,0.000306537,2.38959e-05
28,0.000124089,-0.00135332,0.00221516,-0.0146439,0.000629622,-5.7105e-05,-0.000161362,0.00140009,-0.00217865,0.0150072,-0.00057402,1.84357e-05
29,0.000107803,-0.00124307,0.00257466,-0.0146079,0.000744155,-4.05116e-05,-0.000133151,0.00128621,-0.00256279,0.0149785,-0.000708757,1.48381e-05
30,9.05861e-05,-0.00114956,0.00282977,-0.0145801,0.000791899,-2.86742e-05,-0.000107539,0.00119006,-0.00284034,0.0149543,-0.000770777,1.25708e-05
