-0.347807,-0.183344,-0.347807,-0.183344
-0.347807,-0.183344,-0.347801,-0.183344
-0.347807,-0.183344,-0.347781,-0.183344
-0.347807,-0.183344,-0.347749,-0.183344
-0.347807,-0.183344,-0.347704,-0.183344
-0.347807,-0.183344,-0.347645,-0.183344
-0.347807,-0.183344,-0.347575,-0.183344
-0.347807,-0.183344,-0.347491,-0.183344
-0.347807,-0.183344,-0.347395,-0.183344
-0.347807,-0.183344,-0.347287,-0.183344
-0.347807,-0.183344,-0.347166,-0.183344
-0.347807,-0.183344,-0.347033,-0.183344
-0.347807,-0.183344,-0.346887,-0.183344
-0.347807,-0.183344,-0.346729,-0.183344
-0.347807,-0.183344,-0.346559,-0.183344
-0.347807,-0.183344,-0.346377,-0.183344
-0.347807,-0.183344,-0.346182,-0.183344
-0.347807,-0.183344,-0.345976,-0.183344
-0.347807,-0.183344,-0.345758,-0.183344
-0.347807,-0.183344,-0.345527,-0.183344
-0.347807,-0.183344,-0.345286,-0.183344
-0.347807,-0.183344,-0.345032,-0.183344
-0.347807,-0.183344,-0.344767,-0.183344
-0.347807,-0.183344,-0.34449,-0.183344
-0.347807,-0.183344,-0.344201,-0.183344
-0.347807,-0.183344,-0.343901,-0.183344
-0.347807,-0.183344,-0.34359,-0.183344
-0.347807,-0.183344,-0.343267,-0.183344
-0.347807,-0.183344,-0.342933,-0.183344
-0.347807,-0.183344,-0.342588,-0.183344
-0.347807,-0.183344,-0.342231,-0.183344
-0.347807,-0.183344,-0.341864,-0.183344
-0.347807,-0.183344,-0.341485,-0.183344
-0.347807,-0.183344,-0.341096,-0.183344
-0.347807,-0.183344,-0.340696,-0.183344
-0.347807,-0.183344,-0.340284,-0.183344
-0.347807,-0.183344,-0.339863,-0.183344
-0.347807,-0.183344,-0.33943,-0.183344
-0.347807,-0.183344,-0.338987,-0.183344
-0.347807,-0.183344,-0.338533,-0.183344
-0.347807,-0.183344,-0.338069,-0.183344
-0.347807,-0.183344,-0.337594,-0.183344
-0.347807,-0.183344,-0.337109,-0.183344
-0.347807,-0.183344,-0.336613,-0.183344
-0.347807,-0.183344,-0.336108,-0.183344
-0.347807,-0.183344,-0.335592,-0.183344
-0.347807,-0.183344,-0.335066,-0.183344
-0.347807,-0.183344,-0.33453,-0.183344
-0.347807,-0.183344,-0.333984,-0.183344
-0.347807,-0.183344,-0.333428,-0.183344
-0.347807,-0.183344,-0.332862,-0.183344
-0.347807,-0.183344,-0.332287,-0.183344
-0.347807,-0.183344,-0.331702,-0.183344
-0.347807,-0.183344,-0.331107,-0.183344
-0.347807,-0.183344,-0.330502,-0.183344
-0.347807,-0.183344,-0.329888,-0.183344
-0.347807,-0.183344,-0.329265,-0.183344
-0.347807,-0.183344,-0.328632,-0.183344
-0.347807,-0.183344,-0.32799,-0.183344
-0.347807,-0.183344,-0.327338,-0.183344
-0.347807,-0.183344,-0.326678,-0.183344
-0.347807,-0.183344,-0.326008,-0.183344
-0.347807,-0.183344,-0.325329,-0.183344
-0.347807,-0.183344,-0.324642,-0.183344
-0.347807,-0.183344,-0.323945,-0.183344
-0.347807,-0.183344,-0.323239,-0.183344
-0.347807,-0.183344,-0.322525,-0.183344
-0.347807,-0.183344,-0.321802,-0.183344
-0.347807,-0.183344,-0.32107,-0.183344
-0.347807,-0.183344,-0.320329,-0.183344
-0.347807,-0.183344,-0.31958,-0.183344
-0.347807,-0.183344,-0.318823,-0.183344
-0.347807,-0.183344,-0.318057,-0.183344
-0.347807,-0.183344,-0.317283,-0.183344
-0.347807,-0.183344,-0.3165,-0.183344
-0.347807,-0.183344,-0.31571,-0.183344
-0.347807,-0.183344,-0.314911,-0.183344
-0.347807,-0.183344,-0.314104,-0.183344
-0.347807,-0.183344,-0.313289,-0.183344
-0.347807,-0.183344,-0.312466,-0.183344
-0.347807,-0.183344,-0.311635,-0.183344
-0.347807,-0.183344,-0.310797,-0.183344
-0.347807,-0.183344,-0.30995,-0.183344
-0.347807,-0.183344,-0.309096,-0.183344
-0.347807,-0.183344,-0.308234,-0.183344
-0.347807,-0.183344,-0.307365,-0.183344
-0.347807,-0.183344,-0.306488,-0.183344
-0.347807,-0.183344,-0.305604,-0.183344
-0.347807,-0.183344,-0.304712,-0.183344
-0.347807,-0.183344,-0.303814,-0.183344
-0.347807,-0.183344,-0.302907,-0.183344
-0.347807,-0.183344,-0.301994,-0.183344
-0.347807,-0.183344,-0.301074,-0.183344
-0.347807,-0.183344,-0.300146,-0.183344
-0.347807,-0.183344,-0.299212,-0.183344
-0.347807,-0.183344,-0.29827,-0.183344
-0.347807,-0.183344,-0.297322,-0.183344
-0.347807,-0.183344,-0.296367,-0.183344
-0.347807,-0.183344,-0.295406,-0.183344
-0.347807,-0.183344,-0.294437,-0.183344
-0.347807,-0.183344,-0.293462,-0.183344
-0.346068,-0.183344,-0.292481,-0.183344
-0.344329,-0.183344,-0.291493,-0.183344
-0.34259,-0.183344,-0.290499,-0.183344
-0.340851,-0.183344,-0.289498,-0.183344
-0.339112,-0.183344,-0.288491,-0.183344
-0.337373,-0.183344,-0.287478,-0.183344
-0.335634,-0.183344,-0.286459,-0.183344
-0.333895,-0.183344,-0.285434,-0.183344
-0.332156,-0.183344,-0.284402,-0.183344
-0.330417,-0.183344,-0.283365,-0.183344
-0.328678,-0.183344,-0.282322,-0.183344
-0.326939,-0.183344,-0.281273,-0.183344
-0.3252,-0.183344,-0.280218,-0.183344
-0.323461,-0.183344,-0.279158,-0.183344
-0.321722,-0.183344,-0.278092,-0.183344
-0.319983,-0.183344,-0.277021,-0.183344
-0.318244,-0.183344,-0.275944,-0.183344
-0.316505,-0.183344,-0.274861,-0.183344
-0.314765,-0.183344,-0.273774,-0.183344
-0.313026,-0.183344,-0.272681,-0.183344
-0.311287,-0.183344,-0.271583,-0.183344
-0.309548,-0.183344,-0.270479,-0.183344
-0.307809,-0.183344,-0.269371,-0.183344
-0.30607,-0.183344,-0.268257,-0.183344
-0.304331,-0.183344,-0.267139,-0.183344
-0.302592,-0.183344,-0.266016,-0.183344
-0.300853,-0.183344,-0.264888,-0.183344
-0.299114,-0.183344,-0.263755,-0.183344
-0.297375,-0.183344,-0.262617,-0.183344
-0.295636,-0.183344,-0.261475,-0.183344
-0.293897,-0.183344,-0.260328,-0.183344
-0.292158,-0.183344,-0.259177,-0.183344
-0.290419,-0.183344,-0.258021,-0.183344
-0.28868,-0.183344,-0.256861,-0.183344
-0.286941,-0.183344,-0.255697,-0.183344
-0.285202,-0.183344,-0.254528,-0.183344
-0.283463,-0.183344,-0.253355,-0.183344
-0.281724,-0.183344,-0.252178,-0.183344
-0.279985,-0.183344,-0.250997,-0.183344
-0.278246,-0.183344,-0.249812,-0.183344
-0.276507,-0.183344,-0.248624,-0.183344
-0.274768,-0.183344,-0.247431,-0.183344
